title,company,description,requirements,salary,location,email,has_company_logo,has_questions,telecommuting,fraudulent
Project Manager,Salesforce Inc,"Join our growing engineering team as a Project Manager. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Java, Spring Boot, AWS. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$152,000/year","Bangalore, India",careers@salesforce.com,1,1,0,0
Business Analyst,Intel Corporation,"Join our growing engineering team as a Business Analyst. You'll be responsible for optimizing system performance and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Kotlin, Android, Firebase. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$127,000/year","Hyderabad, India",careers@intel.com,1,1,0,0
Project Manager,Apple Inc,"We are looking for an experienced Project Manager to join our engineering team. You will work on data platform using C++, Linux, Embedded Systems. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","7+ years of industry experience. Expert knowledge of C++, Linux, Embedded Systems. Leadership experience preferred. Strong written and verbal communication.","$104,000/year","Toronto, Canada",careers@apple.com,1,0,0,0
Database Administrator,Meta Platforms,"We're hiring a Database Administrator to help us build scalable microservices. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","3+ years professional experience. Proficiency in Ruby on Rails, Redis, PostgreSQL. Excellent communication skills. Experience with agile methodologies.","$81,000/year","Hyderabad, India",careers@meta.com,1,1,0,0
Product Manager,Google LLC,"We are looking for an experienced Product Manager to join our product team. You will work on scalable microservices using Python, TensorFlow, Kubernetes. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Python, TensorFlow, Kubernetes. Strong analytical and problem-solving abilities. Team player.","$166,000/year","Toronto, Canada",careers@google.com,1,0,0,0
Frontend Engineer,Apple Inc,"Join our growing engineering team as a Frontend Engineer. You'll be responsible for designing and implementing scalable systems and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Python, TensorFlow, Kubernetes. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$81,000/year","Chicago, IL",careers@apple.com,1,1,0,0
Cloud Architect,HCL Technologies,"Join our growing engineering team as a Cloud Architect. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","5+ years of experience in Ruby on Rails, Redis, PostgreSQL. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$143,000/year","Pune, India",careers@hcl.com,1,0,0,0
Site Reliability Engineer,Intel Corporation,"Join our growing engineering team as a Site Reliability Engineer. You'll be responsible for leading technical architecture decisions and work closely with cross-functional teams. Benefits include health insurance, equity, flexible work arrangements, and professional development budget.","2+ years relevant experience. Knowledge of Java, Spring Boot, AWS. Self-motivated and detail-oriented. Ability to work in a fast-paced environment.","$178,000/year","San Francisco, CA",careers@intel.com,1,0,0,0
QA Engineer,Apple Inc,"We are looking for an experienced QA Engineer to join our product team. You will work on scalable microservices using Kotlin, Android, Firebase. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","Bachelor's or Master's degree required. 4+ years in Kotlin, Android, Firebase. Strong analytical and problem-solving abilities. Team player.","$120,000/year","London, UK",careers@apple.com,1,1,0,0
DevOps Engineer,Meta Platforms,"We're hiring a DevOps Engineer to help us build ML pipelines. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","5+ years of experience in C++, Linux, Embedded Systems. Bachelor's degree in Computer Science or related field. Strong problem-solving skills and team collaboration.","$141,000/year",Remote,careers@meta.com,1,1,1,0
Project Manager,Google LLC,"Google LLC is seeking a talented Project Manager for our New York, NY office. The ideal candidate will have experience in Ruby on Rails, Redis, PostgreSQL. We offer mentorship programs, sprint-based development, and competitive compensation with equity.","7+ years of industry experience. Expert knowledge of Ruby on Rails, Redis, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$143,000/year","New York, NY",careers@google.com,1,1,0,0
Technical Lead,Netflix Inc,"Exciting opportunity for a Technical Lead at Netflix Inc. Work on cutting-edge cloud infrastructure with a world-class team. Benefits: health insurance, stock options, remote flexibility, learning stipend, and career growth.","Bachelor's or Master's degree required. 4+ years in Kotlin, Android, Firebase. Strong analytical and problem-solving abilities. Team player.","$155,000/year","Berlin, Germany",careers@netflix.com,1,1,0,0
Easy Money Opportunity,XYZ Corp,URGENT: Hiring now! No skills required. Earn $10000/month. Contact via personal email. No company website.,,$5000/week,,work@hotmail.com,0,0,0,1
Machine Learning Engineer,Oracle Corporation,"We're hiring a Machine Learning Engineer to help us build mobile applications. This role involves leading technical architecture decisions. We value diversity and inclusion. Comprehensive benefits package including health coverage, retirement plans, and generous PTO.","7+ years of industry experience. Expert knowledge of Python, Django, PostgreSQL. Leadership experience preferred. Strong written and verbal communication.","$145,000/year","Mumbai, India",careers@oracle.com,1,1,0,0
Backend Developer,Meta Platforms,"We are looking for an experienced Backend Developer to join our product team. You will work on ML pipelines using C++, Linux, Embedded Systems. We offer competitive salary, health insurance, 401k matching, paid time off, and career growth opportunities. Our agile environment emphasizes collaboration and mentorship.","7+ years of industry experience. Expert knowledge of C++, Linux, Embedded Systems. Leadership experience preferred. Strong written and verbal communication.","$71,000/year","Austin, TX",careers@meta.com,1,0,0,0
